20120590,EC:22:C9:0A:00:00,10.201.34.236
20120590,74:D0:2B:14:FF:6E,10.104.5.62
20120590,F2:24:C9:0A:00:00,10.201.36.242
20121598,1B:94:C9:0A:00:00,10.201.148.27
20121598,73:3F:C9:0A:00:00,10.201.63.115
20121598,72:94:C9:0A:00:00,10.201.148.114
20121598,BC:0B:C9:0A:00:00,10.201.11.188
20121598,5F:94:C9:0A:00:00,10.201.148.95
20121598,21:94:C9:0A:00:00,10.201.148.33
20121598,76:94:C9:0A:00:00,10.201.148.118
20121598,38:09:C9:0A:00:00,10.201.9.56
20121598,7E:02:C9:0A:00:00,10.201.2.126
20121598,FB:94:C9:0A:00:00,10.201.148.251
20121598,D5:3F:C9:0A:00:00,10.201.63.213
20121598,3E:A2:C9:0A:00:00,10.201.162.62
20121598,B5:94:C9:0A:00:00,10.201.148.181
20121598,E0:0B:C9:0A:00:00,10.201.11.224
20121598,7E:08:C9:0A:00:00,10.201.8.126
20121598,CF:94:C9:0A:00:00,10.201.148.207
20121598,66:3F:C9:0A:00:00,10.201.63.102
20121598,F2:94:C9:0A:00:00,10.201.148.242
20121598,4F:3F:C9:0A:00:00,10.201.63.79
20121598,B4:94:C9:0A:00:00,10.201.148.180
20121598,20:89:84:24:4B:AA,10.113.3.3
20121598,5E:94:C9:0A:00:00,10.201.148.94
20121598,C5:94:C9:0A:00:00,10.201.148.197
20121598,73:94:C9:0A:00:00,10.201.148.115
20121598,D0:09:C9:0A:00:00,10.201.9.208
20121638,40:16:7E:47:72:46,10.105.6.26
20121994,16:41:C9:0A:00:00,10.201.65.22
20121994,C6:9E:C9:0A:00:00,10.201.158.198
20121994,D8:0A:C9:0A:00:00,10.201.10.216
20121994,66:02:CA:0A:00:00,10.202.2.102
20121994,CE:3F:C9:0A:00:00,10.201.63.206
20121994,90:9F:C9:0A:00:00,10.201.159.144
20121994,20:6A:8A:EA:D5:05,10.103.2.68
20121994,74:86:7A:37:CD:29,10.103.2.68
20121994,18:0B:C9:0A:00:00,10.201.11.24
20121994,D9:94:C9:0A:00:00,10.201.148.217
20121994,CD:02:CA:0A:00:00,10.202.2.205
20121994,A2:09:C9:0A:00:00,10.201.9.162
20121994,93:07:CA:0A:00:00,10.202.7.147
20121994,62:8D:C9:0A:00:00,10.201.141.98
20122010,98:A0:C9:0A:00:00,10.201.160.152
20122010,EF:17:C9:0A:00:00,10.201.23.239
20122010,08:9E:01:0B:11:E6,10.103.3.61
20122010,97:17:C9:0A:00:00,10.201.23.151
20122010,5D:17:C9:0A:00:00,10.201.23.93
20122010,D8:0B:C9:0A:00:00,10.201.11.216
20122010,00:19:21:E2:7C:B2,192.168.195.39
20122012,5C:F9:DD:43:85:45,10.103.3.63
20122012,3F:03:67:0A:00:00,10.103.3.63
20122482,74:D0:2B:AF:C9:2A,10.115.14.125
20122482,7D:0E:73:0A:00:00,10.115.14.125
20122482,74:D0:2B:AF:C9:2A,169.254.107.232
20122482,74:D0:2B:AF:C9:2A,10.115.14.126
20122482,30:65:EC:0F:43:1B,10.115.14.125
20130077,7D:22:C9:0A:00:00,10.201.34.125
20130077,74:D0:2B:BA:3F:8F,10.117.5.45
20130077,D4:2C:C9:0A:00:00,10.201.44.212
20130077,20:89:84:88:C0:0D,10.117.5.45
20130077,E7:2C:C9:0A:00:00,10.201.44.231
20130077,6B:25:C9:0A:00:00,10.201.37.107
20130077,BB:05:CA:0A:00:00,10.202.5.187
20130077,98:2B:C9:0A:00:00,10.201.43.152
20130077,3A:2D:C9:0A:00:00,10.201.45.58
20130077,4C:02:CA:0A:00:00,10.202.2.76
20130077,92:05:CA:0A:00:00,10.202.5.146
20130077,2D:05:75:0A:00:00,10.117.5.45
20130113,31:94:C9:0A:00:00,10.201.148.49
20130113,E2:20:C9:0A:00:00,10.201.32.226
20130113,78:2E:C9:0A:00:00,10.201.46.120
20130113,B5:2E:C9:0A:00:00,10.201.46.181
20130113,46:85:C9:0A:00:00,10.201.133.70
20130113,32:23:C9:0A:00:00,10.201.35.50
20130113,99:05:CA:0A:00:00,10.202.5.153
20130321,69:25:C9:0A:00:00,10.201.37.105
20130321,AE:08:C9:0A:00:00,10.201.8.174
20130321,27:02:CA:0A:00:00,10.202.2.39
20130321,82:02:CA:0A:00:00,10.202.2.130
20130321,A6:05:70:0A:00:00,10.112.5.166
20130321,64:2B:C9:0A:00:00,10.201.43.100
20130321,BE:21:C9:0A:00:00,10.201.33.190
20130321,07:2D:C9:0A:00:00,10.201.45.7
20130321,12:23:C9:0A:00:00,10.201.35.18
20130321,FA:02:CA:0A:00:00,10.202.2.250
20130321,05:09:CA:0A:00:00,10.202.9.5
20130321,7D:08:C9:0A:00:00,10.201.8.125
20130321,C9:08:C9:0A:00:00,10.201.8.201
20130321,83:08:C9:0A:00:00,10.201.8.131
20130321,DD:22:C9:0A:00:00,10.201.34.221
20130321,4D:06:C9:0A:00:00,10.201.6.77
20130321,20:89:84:2A:53:08,10.112.5.166
20130321,08:08:C9:0A:00:00,10.201.8.8
20130321,0C:17:C9:0A:00:00,10.201.23.12
20130321,82:06:C9:0A:00:00,10.201.6.130
20130321,5C:2D:C9:0A:00:00,10.201.45.92
20130321,72:08:C9:0A:00:00,10.201.8.114
20130321,AE:02:CA:0A:00:00,10.202.2.174
20130321,08:02:CA:0A:00:00,10.202.2.8
20130321,7A:27:C9:0A:00:00,10.201.39.122
20130321,15:02:CA:0A:00:00,10.202.2.21
20130321,4C:02:CA:0A:00:00,10.202.2.76
20130327,E5:2B:C9:0A:00:00,10.201.43.229
20130327,EC:4B:C9:0A:00:00,10.201.75.236
20130327,28:D2:44:1C:D5:43,10.112.5.109
20130327,0D:26:C9:0A:00:00,10.201.38.13
20130327,23:25:C9:0A:00:00,10.201.37.35
20130327,34:21:C9:0A:00:00,10.201.33.52
20130327,C2:2E:C9:0A:00:00,10.201.46.194
20130327,62:02:CA:0A:00:00,10.202.2.98
20130327,FF:22:C9:0A:00:00,10.201.34.255
20130327,F0:76:1C:3E:64:BE,10.112.5.109
20130351,D9:07:CA:0A:00:00,10.202.7.217
20130351,8A:02:CA:0A:00:00,10.202.2.138
20130351,B6:02:CA:0A:00:00,10.202.2.182
20130351,30:02:CA:0A:00:00,10.202.2.48
20130351,3F:07:CA:0A:00:00,10.202.7.63
20130351,8E:05:CA:0A:00:00,10.202.5.142
20130351,ED:02:CA:0A:00:00,10.202.2.237
20130351,79:AC:C9:0A:00:00,10.201.172.121
20130351,05:05:CA:0A:00:00,10.202.5.5
20130351,69:13:C9:0A:00:00,10.201.19.105
20130351,DE:02:CA:0A:00:00,10.202.2.222
20130351,73:02:CA:0A:00:00,10.202.2.115
20130351,D4:02:CA:0A:00:00,10.202.2.212
20130351,8C:02:CA:0A:00:00,10.202.2.140
20130351,6C:AC:C9:0A:00:00,10.201.172.108
20130351,84:07:CA:0A:00:00,10.202.7.132
20130351,4A:02:CA:0A:00:00,10.202.2.74
20130351,D9:02:CA:0A:00:00,10.202.2.217
20130351,29:02:CA:0A:00:00,10.202.2.41
20130351,4C:02:CA:0A:00:00,10.202.2.76
20130351,A1:54:C9:0A:00:00,10.201.84.161
20130351,7E:02:CA:0A:00:00,10.202.2.126
20130351,0C:05:CA:0A:00:00,10.202.5.12
20130351,F0:DE:F1:4C:F8:A0,10.112.4.213
20130351,EA:07:CA:0A:00:00,10.202.7.234
20130351,D6:02:CA:0A:00:00,10.202.2.214
20130351,78:2E:C9:0A:00:00,10.201.46.120
20130351,E9:02:CA:0A:00:00,10.202.2.233
20130351,75:02:CA:0A:00:00,10.202.2.117
20130351,B5:05:CA:0A:00:00,10.202.5.181
20130351,49:02:CA:0A:00:00,10.202.2.73
20130351,4A:2A:C9:0A:00:00,10.201.42.74
20130351,35:07:CA:0A:00:00,10.202.7.53
20130351,19:02:CA:0A:00:00,10.202.2.25
20130351,84:7A:C9:0A:00:00,10.201.122.132
20130351,A8:2E:C9:0A:00:00,10.201.46.168
20130351,21:05:CA:0A:00:00,10.202.5.33
20130351,5F:AA:C9:0A:00:00,10.201.170.95
20130351,04:05:CA:0A:00:00,10.202.5.4
20130351,CE:09:CA:0A:00:00,10.202.9.206
20130351,96:22:C9:0A:00:00,10.201.34.150
20130351,D8:9F:C9:0A:00:00,10.201.159.216
20130351,69:02:CA:0A:00:00,10.202.2.105
20130351,6B:05:CA:0A:00:00,10.202.5.107
20130351,2A:07:CA:0A:00:00,10.202.7.42
20130351,0E:05:CA:0A:00:00,10.202.5.14
20130610,60:02:B4:E3:8E:01,10.112.3.180
20130610,80:FA:5B:0A:36:1C,10.112.3.180
20130610,3D:23:C9:0A:00:00,10.201.35.61
20130610,1A:2C:C9:0A:00:00,10.201.44.26
20130733,60:A4:4C:7B:BA:40,10.117.1.75
20130733,81:95:C9:0A:00:00,10.201.149.129
20130733,BF:95:C9:0A:00:00,10.201.149.191
20130733,62:04:C9:0A:00:00,10.201.4.98
20130733,C4:95:C9:0A:00:00,10.201.149.196
20130733,6A:9F:C9:0A:00:00,10.201.159.106
20130733,F2:95:C9:0A:00:00,10.201.149.242
20130733,73:95:C9:0A:00:00,10.201.149.115
20130733,F9:24:C9:0A:00:00,10.201.36.249
20130733,AA:04:C9:0A:00:00,10.201.4.170
20130733,3C:24:C9:0A:00:00,10.201.36.60
20130733,8F:95:C9:0A:00:00,10.201.149.143
20130733,14:02:CA:0A:00:00,10.202.2.20
20130733,4F:94:C9:0A:00:00,10.201.148.79
20130733,57:94:C9:0A:00:00,10.201.148.87
20130733,81:54:C9:0A:00:00,10.201.84.129
20130733,C0:94:C9:0A:00:00,10.201.148.192
20130733,D3:09:C9:0A:00:00,10.201.9.211
20130733,C6:94:C9:0A:00:00,10.201.148.198
20130733,C0:95:C9:0A:00:00,10.201.149.192
20130733,FD:95:C9:0A:00:00,10.201.149.253
20130733,45:71:C9:0A:00:00,10.201.113.69
20130733,38:02:CA:0A:00:00,10.202.2.56
20130733,79:20:C9:0A:00:00,10.201.32.121
20130733,77:00:CA:0A:00:00,10.202.0.119
20130733,AE:9F:C9:0A:00:00,10.201.159.174
20130733,59:95:C9:0A:00:00,10.201.149.89
20130733,5C:06:C9:0A:00:00,10.201.6.92
20130733,6E:71:C9:0A:00:00,10.201.113.110
20130733,39:95:C9:0A:00:00,10.201.149.57
20130733,CB:AC:C9:0A:00:00,10.201.172.203
20130733,81:94:C9:0A:00:00,10.201.148.129
20130733,38:94:C9:0A:00:00,10.201.148.56
20130733,A4:5D:36:7E:66:A8,10.117.1.75
20130733,6B:2F:C9:0A:00:00,10.201.47.107
20130733,D4:21:C9:0A:00:00,10.201.33.212
20130733,C6:95:C9:0A:00:00,10.201.149.198
20130733,3C:94:C9:0A:00:00,10.201.148.60
20130733,5B:94:C9:0A:00:00,10.201.148.91
20130733,50:95:C9:0A:00:00,10.201.149.80
20130733,D4:94:C9:0A:00:00,10.201.148.212
20130733,45:98:C9:0A:00:00,10.201.152.69
20130733,01:98:C9:0A:00:00,10.201.152.1
20130733,12:94:C9:0A:00:00,10.201.148.18
20130733,0F:02:CA:0A:00:00,10.202.2.15
20130733,A4:02:CA:0A:00:00,10.202.2.164
20130733,A4:54:C9:0A:00:00,10.201.84.164
20130733,58:98:C9:0A:00:00,10.201.152.88
20130733,FA:95:C9:0A:00:00,10.201.149.250
20130733,66:94:C9:0A:00:00,10.201.148.102
20130733,EC:95:C9:0A:00:00,10.201.149.236
20130733,B4:95:C9:0A:00:00,10.201.149.180
20130733,4A:95:C9:0A:00:00,10.201.149.74
20130733,29:A2:C9:0A:00:00,10.201.162.41
20130733,48:06:C9:0A:00:00,10.201.6.72
20130733,B2:94:C9:0A:00:00,10.201.148.178
20130733,7F:AC:C9:0A:00:00,10.201.172.127
20130733,B7:94:C9:0A:00:00,10.201.148.183
20130733,61:7E:C9:0A:00:00,10.201.126.97
20130733,0F:94:C9:0A:00:00,10.201.148.15
20130733,C5:3F:C9:0A:00:00,10.201.63.197
20130733,30:94:C9:0A:00:00,10.201.148.48
20130733,52:02:CA:0A:00:00,10.202.2.82
20130733,61:29:C9:0A:00:00,10.201.41.97
20130733,E5:08:C9:0A:00:00,10.201.8.229
20130733,72:0C:CA:0A:00:00,10.202.12.114
20130733,7B:95:C9:0A:00:00,10.201.149.123
20130733,B3:8D:C9:0A:00:00,10.201.141.179
20130733,5B:AD:C9:0A:00:00,10.201.173.91
20130733,42:7A:C9:0A:00:00,10.201.122.66
20130733,22:94:C9:0A:00:00,10.201.148.34
20130733,12:95:C9:0A:00:00,10.201.149.18
20130733,39:94:C9:0A:00:00,10.201.148.57
20130733,CA:5E:C9:0A:00:00,10.201.94.202
20130733,5B:86:C9:0A:00:00,10.201.134.91
20130733,6B:08:C9:0A:00:00,10.201.8.107
20130733,8D:08:C9:0A:00:00,10.201.8.141
20130733,DE:AC:C9:0A:00:00,10.201.172.222
20130733,1A:94:C9:0A:00:00,10.201.148.26
20130733,D1:8E:C9:0A:00:00,10.201.142.209
20130733,06:95:C9:0A:00:00,10.201.149.6
20130733,E7:85:C9:0A:00:00,10.201.133.231
20130733,AB:82:C9:0A:00:00,10.201.130.171
20130733,88:28:C9:0A:00:00,10.201.40.136
20130733,99:86:C9:0A:00:00,10.201.134.153
20130733,70:98:C9:0A:00:00,10.201.152.112
20130733,70:94:C9:0A:00:00,10.201.148.112
20130733,18:67:B0:B0:85:4D,10.117.1.75
20130733,1A:98:C9:0A:00:00,10.201.152.26
20130733,51:0B:CA:0A:00:00,10.202.11.81
20130733,86:95:C9:0A:00:00,10.201.149.134
20130733,FC:94:C9:0A:00:00,10.201.148.252
20130733,80:95:C9:0A:00:00,10.201.149.128
20130733,09:3A:C9:0A:00:00,10.201.58.9
20130733,9C:95:C9:0A:00:00,10.201.149.156
20130733,8E:95:C9:0A:00:00,10.201.149.142
20130733,D4:95:C9:0A:00:00,10.201.149.212
20130733,BA:95:C9:0A:00:00,10.201.149.186
20130733,DB:95:C9:0A:00:00,10.201.149.219
20130733,4B:01:75:0A:00:00,10.117.1.75
20131035,20:1A:06:E0:3C:65,10.111.22.53
20131035,B4:05:CA:0A:00:00,10.202.5.180
20131035,27:84:C9:0A:00:00,10.201.132.39
20131035,C4:84:C9:0A:00:00,10.201.132.196
20131035,3A:05:CA:0A:00:00,10.202.5.58
20131035,9C:05:CA:0A:00:00,10.202.5.156
20131035,80:FA:5B:14:38:1A,10.111.22.53
20131035,5B:05:CA:0A:00:00,10.202.5.91
20131041,C8:02:CA:0A:00:00,10.202.2.200
20131041,91:06:C9:0A:00:00,10.201.6.145
20131041,F2:93:C9:0A:00:00,10.201.147.242
20131041,A1:42:C9:0A:00:00,10.201.66.161
20131041,44:88:C9:0A:00:00,10.201.136.68
20131041,EF:02:CA:0A:00:00,10.202.2.239
20131041,5D:81:C9:0A:00:00,10.201.129.93
20131041,A0:10:C9:0A:00:00,10.201.16.160
20131041,49:02:CA:0A:00:00,10.202.2.73
20131041,69:02:CA:0A:00:00,10.202.2.105
20131041,DE:02:CA:0A:00:00,10.202.2.222
20131041,0E:0C:CA:0A:00:00,10.202.12.14
20131041,17:53:C9:0A:00:00,10.201.83.23
20131041,98:B9:C9:0A:00:00,10.201.185.152
20131041,2F:81:C9:0A:00:00,10.201.129.47
20131041,F0:81:C9:0A:00:00,10.201.129.240
20131041,22:05:C9:0A:00:00,10.201.5.34
20131041,61:86:C9:0A:00:00,10.201.134.97
20131041,4E:02:CA:0A:00:00,10.202.2.78
20131041,86:06:C9:0A:00:00,10.201.6.134
20131041,12:06:C9:0A:00:00,10.201.6.18
20131041,9F:0B:C9:0A:00:00,10.201.11.159
20131041,93:94:C9:0A:00:00,10.201.148.147
20131041,69:05:C9:0A:00:00,10.201.5.105
20131041,4D:54:C9:0A:00:00,10.201.84.77
20131041,FD:02:CA:0A:00:00,10.202.2.253
20131041,B0:67:C9:0A:00:00,10.201.103.176
20131041,8A:02:CA:0A:00:00,10.202.2.138
20131041,23:0D:CA:0A:00:00,10.202.13.35
20131041,7F:09:CA:0A:00:00,10.202.9.127
20131041,78:02:CA:0A:00:00,10.202.2.120
20131041,5B:04:C9:0A:00:00,10.201.4.91
20131041,D7:05:C9:0A:00:00,10.201.5.215
20131041,4D:01:C9:0A:00:00,10.201.1.77
20131041,ED:3F:C9:0A:00:00,10.201.63.237
20131041,38:06:C9:0A:00:00,10.201.6.56
20131041,A7:17:C9:0A:00:00,10.201.23.167
20131041,D2:17:C9:0A:00:00,10.201.23.210
20131041,76:12:C9:0A:00:00,10.201.18.118
20131041,BC:0F:CA:0A:00:00,10.202.15.188
20131041,CF:93:C9:0A:00:00,10.201.147.207
20131041,A6:0B:CA:0A:00:00,10.202.11.166
20131041,86:0C:CA:0A:00:00,10.202.12.134
20131041,76:05:C9:0A:00:00,10.201.5.118
20131041,65:08:C9:0A:00:00,10.201.8.101
20131041,C7:08:C9:0A:00:00,10.201.8.199
20131041,B5:BA:C9:0A:00:00,10.201.186.181
20131041,87:06:C9:0A:00:00,10.201.6.135
20131041,5C:0B:C9:0A:00:00,10.201.11.92
20131041,08:04:C9:0A:00:00,10.201.4.8
20131041,85:03:C9:0A:00:00,10.201.3.133
20131041,2C:9E:C9:0A:00:00,10.201.158.44
20131041,9D:BA:C9:0A:00:00,10.201.186.157
20131041,C1:0A:C9:0A:00:00,10.201.10.193
20131041,CB:81:C9:0A:00:00,10.201.129.203
20131041,4A:07:C9:0A:00:00,10.201.7.74
20131041,9C:05:C9:0A:00:00,10.201.5.156
20131041,0F:17:C9:0A:00:00,10.201.23.15
20131041,59:08:CA:0A:00:00,10.202.8.89
20131041,40:81:C9:0A:00:00,10.201.129.64
20131041,E3:A8:C9:0A:00:00,10.201.168.227
20131041,7B:02:CA:0A:00:00,10.202.2.123
20131041,CC:02:CA:0A:00:00,10.202.2.204
20131041,6D:52:C9:0A:00:00,10.201.82.109
20131041,43:52:C9:0A:00:00,10.201.82.67
20131041,DC:93:C9:0A:00:00,10.201.147.220
20131041,A3:02:CA:0A:00:00,10.202.2.163
20131041,6E:04:C9:0A:00:00,10.201.4.110
20131041,E0:BE:C9:0A:00:00,10.201.190.224
20131041,AA:09:C9:0A:00:00,10.201.9.170
20131041,BE:8D:C9:0A:00:00,10.201.141.190
20131041,6E:01:C9:0A:00:00,10.201.1.110
20131041,D1:08:CA:0A:00:00,10.202.8.209
20131041,E8:02:CA:0A:00:00,10.202.2.232
20131041,CE:02:CA:0A:00:00,10.202.2.206
20131041,82:06:C9:0A:00:00,10.201.6.130
20131041,A9:0B:C9:0A:00:00,10.201.11.169
20131041,E6:02:CA:0A:00:00,10.202.2.230
20131041,A9:BA:C9:0A:00:00,10.201.186.169
20131041,FB:02:C9:0A:00:00,10.201.2.251
20131041,74:81:C9:0A:00:00,10.201.129.116
20131041,B8:0D:CA:0A:00:00,10.202.13.184
